ID,Northing,Easting,Elevation,Code
1298,2781874.964,486271.904,98.915,C
1299,2781875.265,486271.509,98.902,C
1300,2781875.966,486270.741,98.876,C
1301,2781875.654,486270.09,98.753,C
1302,2781873.473,486270.462,98.823,C
1303,2781871.971,486269.739,98.824,C
1304,2781871.148,486266.207,98.618,C
1305,2781869.778,486264.639,98.741,C
1306,2781870.261,486265.849,98.685,C
1307,2781871.072,486265.215,98.627,C
1308,2781869.498,486263.668,98.784,C
1309,2781868.233,486262.337,98.854,C
1310,2781866.586,486260.855,98.884,C
1311,2781865.521,486262.765,98.918,C
1312,2781863.448,486257.764,98.951,C
1313,2781863.641,486255.763,98.982,C
1314,2781862.163,486256.182,98.969,C
1315,2781861.941,486260.225,98.966,C
1316,2781863.643,486263.808,98.955,C
1317,2781861.558,486261.9,98.971,C
1318,2781860.425,486262.81,98.97,C
1319,2781859.74,486265.096,98.963,C
1320,2781859.066,486266.167,98.974,C
1321,2781862.57,486266.574,98.959,C
1322,2781865.052,486267.932,98.916,C
1323,2781866.696,486269.766,98.914,C
1324,2781868.247,486269.659,98.889,C
1325,2781869.329,486270.589,98.905,C
1326,2781868.158,486267.425,98.815,C
1327,2781853.242,486263.51,98.989,C
1328,2781855.384,486265.429,98.981,C
1329,2781851.672,486263.405,99.007,C
1330,2781846.702,486260.758,98.974,C
1331,2781838.943,486256.299,98.973,C
1332,2781836.101,486256.007,98.967,C
1333,2781830.136,486256.14,98.949,C
1334,2781858.009,486268.2,98.966,C
1335,2781858.618,486270.385,98.999,C
1336,2781861.363,486271.874,98.99,C
1337,2781863.575,486272.976,99.013,C
1338,2781862.373,486271.374,98.992,C
1339,2781864.585,486270.795,98.975,C
1340,2781860.723,486269.81,98.994,C
1341,2781864.156,486272.976,99.019,C
1342,2781865.972,486273.915,99.067,C
1343,2781866.445,486272.259,99.015,C
1344,2781867.501,486271.233,98.962,C
1345,2781867.209,486273.179,99.025,C
1346,2781867.315,486273.944,99.048,C
1347,2781868.384,486274.785,99.06,C
1348,2781869.68,486274.737,99.05,C
1349,2781870.293,486274.57,99.042,C
1350,2781868.925,486273.338,99.014,C
1410,2781869.009,486273.333,99.018,C
1411,2781863.281,486274.071,99.149,C
1412,2781864.017,486276.39,99.165,C
1413,2781864.29,486278.101,99.274,C
1414,2781869.274,486279.904,99.216,C
1415,2781871.86,486278.969,99.207,C
1416,2781873.566,486276.597,99.162,C
1417,2781876.524,486274.847,99.125,C
1418,2781878.682,486272.197,98.96,C
1419,2781878.825,486270.165,98.896,C
1420,2781880.806,486269.304,98.655,C
1421,2781882.436,486267.382,98.366,C
1422,2781883.845,486267.126,98.229,C
1423,2781884.931,486266.115,98.031,C
1424,2781886.376,486265.679,97.873,C
1425,2781886.948,486264.158,97.703,C
1426,2781881.72,486270.851,99.06,C
1427,2781883.779,486271.356,99.116,C
1428,2781886.042,486271.051,99.189,C
1429,2781887.765,486269.169,99.251,C
1430,2781889.218,486267.308,99.292,C
1431,2781891.51,486266.146,99.37,C
1432,2781893.22,486266.085,99.482,C
1433,2781891.929,486268.131,99.374,C
1434,2781889.58,486269.77,99.292,C
1435,2781890.676,486271.808,99.268,C
1436,2781891.561,486274.563,99.23,C
1437,2781892.669,486275.884,99.061,C
1438,2781893.947,486278.587,99.022,C
1439,2781886.905,486276.812,99.009,C
1440,2781881.917,486274.884,98.989,C
1441,2781900.755,486277.119,99.122,C
1442,2781898.929,486278.868,98.963,C
1443,2781896.935,486279.828,98.993,C
1444,2781902.725,486279.689,98.918,C
1445,2781904.619,486280.77,98.903,C
1446,2781907.404,486280.616,98.86,C
1447,2781909.63,486282.124,98.829,C
1448,2781913.082,486284.386,98.702,C
1449,2781911.452,486285.356,98.655,C
1450,2781909.571,486285.908,98.646,C
1451,2781906.689,486284.397,98.703,C
1452,2781903.379,486284.198,98.784,C
1453,2781901.661,486282.752,98.77,C
1454,2781899.473,486281.398,98.879,C
1455,2781897.466,486283.225,98.769,C
1456,2781903.773,486292.816,98.479,C
1457,2781901.204,486292.113,98.41,C
1458,2781900.76,486289.097,98.447,C
1459,2781899.425,486285.816,98.609,C
1460,2781897.7,486286.361,98.736,C
1461,2781897.698,486288.43,98.642,C
1462,2781896.132,486288.221,98.867,C
1463,2781895.422,486286.478,99.077,C
1464,2781892.956,486286.922,99.055,C
1465,2781894.325,486284.508,99.058,C
1466,2781890.423,486284.816,99.096,C
1467,2781891.671,486288.154,99.01,C
1468,2781893.333,486289.298,98.971,C
1469,2781892.972,486291.3,98.992,C
1470,2781892.781,486293.115,98.932,C
1471,2781891.951,486294.951,98.908,C
1472,2781889.98,486294.065,98.897,C
1473,2781890.468,486291.23,98.951,C
1474,2781891.626,486288.705,98.98,C
1475,2781886.853,486286.693,99.052,C
1476,2781883.636,486286.957,98.997,C
1477,2781882.845,486289.982,99.033,C
1478,2781883.68,486292.089,98.977,C
1479,2781885.865,486290.426,99.009,C
1480,2781888.608,486286.546,98.96,C
1481,2781889.659,486288.277,98.76,C
1482,2781887.947,486288.747,98.607,C
1483,2781887.84,486290.768,98.282,C
1484,2781888.366,486292.014,98.175,C
1485,2781886.852,486292.361,98.066,C
1486,2781887.55,486294.411,97.788,C
1487,2781886.138,486294.293,97.703,C
1493,2781880.211,486290.634,99.219,C
1494,2781881.661,486289.1,99.206,C
1495,2781881.348,486286.721,99.223,C
1496,2781880.426,486284.537,99.22,C
1497,2781881.053,486281.969,99.201,C
1498,2781876.905,486281.277,99.206,C
1499,2781879.437,486277.96,98.961,C
1500,2781882.692,486277.819,98.917,C
1501,2781885.399,486279.349,98.91,C
1502,2781889.104,486279.244,98.91,C
1503,2781890.819,486281.983,98.903,C
1504,2781894.436,486280.488,98.92,C
1505,2781897.414,486276.212,99.111,C
1506,2781894.668,486275.399,99.091,C
1507,2781893.621,486272.337,99.089,C
1508,2781894.559,486270.403,99.1,C
1564,2781914.997,486174.759,88.633,C
1565,2781916.404,486177.908,88.663,C
1566,2781912.028,486179.544,89.083,C
1567,2781909.141,486176.549,89.026,C
1568,2781905.539,486181.057,89.46,C
1569,2781911.182,486184.653,89.714,C
1570,2781907.05,486187.713,90.144,C
1571,2781910.178,486193.036,90.704,C
1572,2781915.752,486190.701,90.803,C
1573,2781918.308,486196.395,91.246,C
1574,2781923.417,486194.114,91.452,C
1575,2781924.113,486197.962,91.536,C
1576,2781921.577,486201.82,91.693,C
1577,2781926.179,486202.364,91.57,C
1578,2781929.35,486199.813,91.378,C
1579,2781928.875,486194.851,91.326,C
1580,2781932.558,486194.068,91.067,C
1581,2781937.149,486194.878,90.966,C
1582,2781934.267,486199.099,91.226,C
1583,2781936.222,486204.048,91.274,C
1584,2781939.516,486203.708,91.217,C
1585,2781941.164,486199.345,91.11,C
1586,2781940.505,486195.2,90.964,C
1597,2781962.984,486217.867,89.816,C
1598,2781959.745,486214.817,89.816,C
1599,2781955.9,486215.684,89.823,C
1600,2781953.747,486212.674,89.923,C
1601,2781950.621,486213.595,90.122,C
1602,2781947.761,486210.544,90.393,C
1603,2781943.758,486210.73,90.67,C
1604,2781941.317,486208.048,90.917,C
1605,2781938.017,486208.827,91.121,C
1606,2781933.024,486205.541,91.385,C
1607,2781935.831,486206.743,91.334,C
1608,2781932.747,486207.754,91.429,C
1616,2781942.622,486239.188,89.977,C
1617,2781939.92,486235.983,89.933,C
1618,2781935.373,486237.151,90.093,C
1619,2781933.891,486233.02,90.101,C
1620,2781933.325,486226.736,90.133,C
1621,2781942.723,486218.769,90.095,C
1622,2781945.67,486216.288,89.89,C
1623,2781950.767,486216.844,90.062,C
1624,2781949.735,486224.77,89.946,C
1650,2781925.61,486202.105,91.577,C
1651,2781922.553,486202.686,91.663,C
1652,2781922.162,486200.456,91.653,C
1653,2781919.057,486201.386,91.772,C
1654,2781917.277,486199.486,91.806,C
1655,2781914.544,486199.13,91.932,C
1656,2781909.772,486196.979,92.084,C
1657,2781905.703,486196.147,92.236,C
1658,2781902.177,486194.147,92.378,C
1659,2781897.657,486192.79,92.551,C
1660,2781932.917,486210.35,91.451,C
1661,2781929.317,486211.085,91.506,C
1662,2781930.08,486216.458,91.573,C
1663,2781926.705,486218.311,91.619,C
1664,2781928.67,486223.09,91.677,C
1665,2781924.333,486223.73,91.735,C
1666,2781925.623,486228.93,91.806,C
1667,2781921.833,486230.579,91.943,C
1668,2781924.374,486234.315,91.959,C
1669,2781919.708,486235.16,92.226,C
1670,2781922.925,486236.885,91.964,C
1675,2781922.812,486220.738,92.347,C
1676,2781917.15,486217.794,92.165,C
1677,2781918.525,486213.042,92.188,C
1678,2781913.468,486209.359,92.214,C
1679,2781916.096,486204.86,92.134,C
1680,2781907.663,486206.83,92.207,C
1681,2781909.144,486202.906,92.275,C
1682,2781901.884,486204.487,92.445,C
1683,2781903.886,486199.527,92.386,C
1684,2781895.453,486202.456,92.663,C
1685,2781897.829,486197.478,92.656,C
1686,2781893.757,486208.471,92.7,C
1687,2781898.116,486210.513,92.722,C
1688,2781895.46,486216.308,92.71,C
1689,2781890.755,486214.861,93.035,C
1690,2781887.84,486218.991,93.39,C
1691,2781883.395,486214.783,93.36,C
1692,2781884.191,486210.097,93.312,C
1693,2781886.03,486201.917,93.206,C
1694,2781885.662,486194.243,93.403,C
1695,2781876.837,486190.095,93.466,C
1696,2781873.048,486195.018,93.497,C
1697,2781870.841,486203.027,93.621,C
1698,2781872.287,486209.488,93.698,C
1699,2781876.875,486212.917,93.486,C
1700,2781884.533,486215.163,93.276,C
1701,2781893.684,486222.012,92.987,C
1702,2781896.354,486217.891,92.71,C
1703,2781901.404,486219.287,92.68,C
1704,2781900.087,486224.728,92.657,C
1705,2781906.877,486221.879,92.433,C
1706,2781906.537,486226.424,92.397,C
1707,2781910.361,486216.652,92.228,C
1708,2781915.112,486218.101,92.225,C
1709,2781914.528,486223.436,92.169,C
1710,2781912.058,486229.584,92.293,C
1711,2781917.794,486231.662,92.232,C
1712,2781920.559,486226.484,92.268,C
1713,2781923.785,486221.196,92.31,C
1714,2781924.27,486218.333,92.134,C
1715,2781925.624,486214.499,92.091,C
1716,2781927.225,486208.992,91.947,C
1717,2781923.054,486208.064,92.051,C
1769,2781915.094,486287.202,98.626,C
1770,2781918.931,486286.033,98.621,C
1771,2781917.81,486288.171,98.582,C
1772,2781921.175,486289.327,98.57,C
1773,2781925.051,486288.549,98.536,C
1774,2781929.028,486288.944,98.514,C
1775,2781932.061,486288.879,98.526,C
1776,2781933.244,486292.017,98.39,C
1777,2781936.444,486292.512,98.404,C
1778,2781947.715,486293.932,97.579,S
1779,2781947.822,486294.907,97.613,C
1780,2781945.514,486292.443,97.619,C
1781,2781943.298,486292.876,97.784,C
1782,2781940.512,486293.986,97.985,C
1783,2781939.221,486289.637,97.863,C
1784,2781938.004,486285.564,97.894,C
1785,2781934.894,486284.635,98.075,C
1786,2781938.944,486280.41,97.647,C
1787,2781933.114,486279.424,97.991,C
1788,2781932.3,486273.652,97.774,C
1789,2781927.956,486276.728,98.244,C
1790,2781924.434,486277.575,98.366,C
1791,2781920.485,486277.726,98.449,C
1792,2781919.803,486281.828,98.529,C
1793,2781924.757,486281.046,98.409,C
1794,2781927.613,486282.709,98.386,C
1795,2781930.572,486283.425,98.315,C
1796,2781928.999,486280.916,98.25,C
1849,2781894.929,486242.577,94.764,C
1850,2781892.626,486240.137,94.872,C
1851,2781891.251,486238.111,94.85,C
1852,2781891.991,486236.69,94.799,C
1853,2781890.345,486237.206,94.746,C
1854,2781892.872,486234.967,94.677,C
1855,2781892.363,486233.581,94.55,C
1856,2781892.734,486244.384,94.868,C
1857,2781891.797,486243.269,94.921,C
1858,2781890.087,486241.434,94.906,C
1859,2781888.291,486242.015,95.073,C
1860,2781888.133,486244.238,95.207,C
1861,2781890.192,486244.966,95.083,C
1862,2781891.73,486246.185,95.059,C
1863,2781889.891,486247.516,95.331,C
1864,2781888.366,486247.295,95.422,C
1865,2781886.916,486246.178,95.446,C
1866,2781886.71,486243.945,95.363,C
1867,2781886.752,486246.16,95.463,C
1868,2781885.428,486243.109,95.392,C
1869,2781906.64,486241.539,94.533,C
1870,2781906.451,486242.703,94.748,C
1871,2781907.717,486243.758,94.8,C
1872,2781908.415,486242.731,94.801,C
1873,2781908.124,486240.716,94.828,C
1874,2781911.216,486242.291,94.206,C
1875,2781914.114,486242.756,93.846,C
1876,2781915.768,486242.955,93.895,C
1877,2781908.571,486242.466,94.984,C
1878,2781908.357,486246.995,95.286,C
1879,2781907.364,486248.642,95.584,C
1880,2781906.817,486247.759,95.547,C
1881,2781903.877,486244.498,95.186,C
1882,2781902.38,486245.171,95.241,C
1883,2781899.42,486248.842,95.955,C
1884,2781899.113,486249.13,95.995,C
